#x_m,y_m,w_tr_right_m,w_tr_left_m
-39.03103769831466,26.499095375461707,0.9856080405005891,1.0737097890017715
-39.09353769831466,26.436595375461707,1.0322063340164078,1.0206906325745548
-39.34353769831466,26.436595375461707,1.0013015186830392,1.0811388300841898
-39.40603769831466,26.374095375461707,1.0436361294035585,1.0322063340164078
-39.53103769831466,26.374095375461707,1.0026019100214134,1.0625
-39.59353769831466,26.311595375461707,1.0436361294035585,1.0219744577357401
-39.65603769831466,26.311595375461707,1.0219744577357401,1.0436361294035585
-39.71853769831466,26.249095375461707,1.0625,1.0103807466993215
-39.84353769831466,26.249095375461707,1.0103807466993215,1.0662455107677085
-39.90603769831466,26.186595375461707,1.0372967345311055,1.0372967345311055
-39.96853769831466,26.186595375461707,1.0103807466993215,1.0662455107677085
-40.09353769831466,26.061595375461707,1.0436361294035585,1.0103807466993215
-40.15603769831466,26.061595375461707,1.011673327805978,1.0372967345311055
-40.21853769831466,25.999095375461707,1.0372967345311055,1.011673327805978
-40.28103769831466,25.999095375461707,1.0103807466993215,1.0436361294035585
-40.34353769831466,25.936595375461707,1.0258194519667128,1.0258194519667128
-40.40603769831466,25.936595375461707,0.9908575552345704,1.0625
-40.96853769831466,25.374095375461707,0.9908575552345704,1.0625
-40.96853769831466,25.311595375461707,1.0258194519667128,1.0258194519667128
-41.21853769831466,25.061595375461707,1.0026019100214134,1.0625
-41.21853769831466,24.999095375461707,1.0467960838455728,1.0258194519667128
-41.46853769831466,24.749095375461707,1.0467960838455728,1.0258194519667128
-41.53103769831466,24.749095375461707,1.0026019100214134,1.0625
-41.78103769831466,24.499095375461707,1.0258194519667128,1.0258194519667128
-41.84353769831466,24.499095375461707,0.9908575552345704,1.0625
-42.09353769831466,24.249095375461707,1.0258194519667128,1.0129648046137756
-42.15603769831466,24.249095375461707,0.9908575552345704,1.0524677935467777
-42.28103769831466,24.124095375461707,1.0258194519667128,1.0258194519667128
-42.34353769831466,24.124095375461707,0.9908575552345704,1.0625
-42.46853769831466,23.999095375461707,1.0372967345311055,1.011673327805978
-42.53103769831466,23.999095375461707,1.0103807466993215,1.0436361294035585
-42.59353769831466,23.936595375461707,1.0258194519667128,1.0258194519667128
-42.65603769831466,23.936595375461707,0.9908575552345704,1.0625
-42.78103769831466,23.811595375461707,1.0372967345311055,1.0103807466993215
-42.84353769831466,23.811595375461707,1.0103807466993215,1.0372967345311055
-42.90603769831466,23.749095375461707,1.0372967345311055,1.011673327805978
-42.96853769831466,23.749095375461707,1.0103807466993215,1.0436361294035585
-43.03103769831466,23.686595375461707,1.0372967345311055,1.0258194519667128
-43.09353769831466,23.686595375461707,1.0103807466993215,1.0625
-43.15603769831466,23.624095375461707,1.0372967345311055,1.0372967345311055
-43.21853769831466,23.624095375461707,1.0103807466993215,1.0625
-43.28103769831466,23.561595375461707,1.0372967345311055,1.0219744577357401
-43.34353769831466,23.561595375461707,1.0103807466993215,1.0436361294035585
-43.40603769831466,23.499095375461707,1.0372967345311055,1.0103807466993215
-43.46853769831466,23.499095375461707,1.0103807466993215,1.0372967345311055
-43.53103769831466,23.436595375461707,1.0372967345311055,1.0103807466993215
-43.59353769831466,23.436595375461707,1.0103807466993215,1.0372967345311055
-43.65603769831466,23.374095375461707,1.0436361294035585,1.0103807466993215
-43.71853769831466,23.374095375461707,1.0219744577357401,1.0372967345311055
-43.78103769831466,23.311595375461707,1.0625,1.0026019100214134
-43.90603769831466,23.311595375461707,1.0103807466993215,1.0436361294035585
-43.96853769831466,23.249095375461707,1.0436361294035585,1.0103807466993215
-44.03103769831466,23.249095375461707,1.0219744577357401,1.0372967345311055
-44.09353769831466,23.186595375461707,1.0625,1.0026019100214134
-44.21853769831466,23.186595375461707,1.0103807466993215,1.0436361294035585
-44.28103769831466,23.124095375461707,1.0436361294035585,1.0026019100214134
-44.40603769831466,23.124095375461707,1.0026019100214134,1.0436361294035585
